Gene_name|Publication|Pub_number
HAP1|SYSCILIA Gold Standard (van Dam TJ et al.)|24
HAP1|Nogales-Cadenas R. et al.|46
HAPLN1|Alexander E. Ivliev et al|8
HARBI1|Nogales-Cadenas R. et al.|46
HARS1|Liu et al.|28
HARS1|McClintock et al.|29
HARS1|Monika-Abedin-Sigg et al.|30
HARS1|Ishikawa H. et al|48
HARS1|Blacque et al._xbox|54
HARS2|Liu et al.|28
HAS1|Gabrielle Wheway|27
HAS3|Ross et al.|22
HASPIN|Nogales-Cadenas R. et al.|46
HAT1|Phirke et al.|3
HAT1|Alexander E. Ivliev et al|8
HAT1|David U. Mick et al.|26
HAT1|Monika-Abedin-Sigg et al.|30
HAUS1|Andersen et al.|9
HAUS1|Karsten Boldt et al.|16
HAUS1|Nogales-Cadenas R. et al.|46
HAUS2|Andersen et al.|9
HAUS2|Nogales-Cadenas R. et al.|46
HAUS3|Andersen et al.|9
HAUS3|Nogales-Cadenas R. et al.|46
HAUS4|Andersen et al.|9
HAUS4|Karsten Boldt et al.|16
HAUS4|Nogales-Cadenas R. et al.|46
HAUS4|Marshall et al.|55
HAUS5|Alexander E. Ivliev et al|8
HAUS5|Andersen et al.|9
HAUS5|Nogales-Cadenas R. et al.|46
HAUS5|Marshall et al.|55
HAUS6|Laurençon et al.|7
HAUS6|Andersen et al.|9
HAUS6|Karsten Boldt et al.|16
HAUS6|Jakobsen L. et al.|43
HAUS6|Nogales-Cadenas R. et al.|46
HAUS7|Andersen et al.|9
HAUS7|Andersen et al.|9
HAUS7|Jakobsen L. et al.|43
HAUS7|Nogales-Cadenas R. et al.|46
HAUS8|Karsten Boldt et al.|16
HAUS8|Nogales-Cadenas R. et al.|46
HAVCR1|Cilia Carta (TJP van Dam et al.)|13
HAVCR1|GO CC Cilium|15
HBB|Alexander E. Ivliev et al|8
HBB|Ross et al.|22
HBB|Kubo A. et al.|45
HBE1|Gabrielle Wheway|27
HBEGF|Ross et al.|22
HBEGF|Nogales-Cadenas R. et al.|46
HBS1L|McClintock et al.|29
HBS1L|Blacque et al._xbox|54
HCAR1|Gabrielle Wheway|27
HCAR3|Ross et al.|22
HCCS|Karsten Boldt et al.|16
HCCS|Li et al.|18
HCCS|Gabrielle Wheway|27
HCCS|McClintock et al.|29
HCFC1|McClintock et al.|29
HCFC1|Blacque et al._xbox|54
HCFC1|Arnaiz O. et al.|53
HCFC2|Ross et al.|22
HCFC2|Arnaiz O. et al.|53
HCG4|Ross et al.|22
HCLS1|Hodges ME. et al.|38
HCN1|Dey G et al.|14
HCN1|Liu et al.|28
HCN2|Dey G et al.|14
HCN2|Marshall et al.|55
HCN3|Dey G et al.|14
HCN4|Dey G et al.|14
HCN4|Liu et al.|28
HCP5|Ross et al.|22
HCRTR1|Gabrielle Wheway|27
HCRTR2|Efimenko et al.|2
HCRTR2|Chen et al.|12
HDAC1|Alexander E. Ivliev et al|8
HDAC1|Karsten Boldt et al.|16
HDAC1|David U. Mick et al.|26
HDAC1|Nogales-Cadenas R. et al.|46
HDAC10|Geremek M. et al. 2014|42
HDAC10|Blacque et al._xbox|54
HDAC11|McClintock et al.|29
HDAC2|Alexander E. Ivliev et al|8
HDAC2|Karsten Boldt et al.|16
HDAC4|Karsten Boldt et al.|16
HDAC5|Karsten Boldt et al.|16
HDAC5|Gabrielle Wheway|27
HDAC5|Geremek M. et al. 2014|42
HDAC6|McClintock et al.|29
HDAC7|Karsten Boldt et al.|16
HDAC8|Alexander E. Ivliev et al|8
HDAC8|Marshall et al.|55
HDAC9|Ross et al.|22
HDDC3|Alexander E. Ivliev et al|8
HDDC3|Gabrielle Wheway|27
HDDC3|Monika-Abedin-Sigg et al.|30
HDGF|Laurençon et al.|7
HDHD2|Alexander E. Ivliev et al|8
HDHD2|Liu et al.|28
HDHD2|McClintock et al.|29
HDHD3|Laurençon et al.|7
HDHD3|Gabrielle Wheway|27
HDHD5|Alexander E. Ivliev et al|8
HDLBP|Liu et al.|28
HDLBP|McClintock et al.|29
HDLBP|Blacque et al._xbox|54
HEATR1|Karsten Boldt et al.|16
DNAAF5|Cilia Carta (TJP van Dam et al.)|13
DNAAF5|Dey G et al.|14
DNAAF5|Lambacher N. et al.|17
DNAAF5|SYSCILIA Gold Standard (van Dam TJ et al.)|24
HEATR5A|Ross et al.|22
HEATR5A|McClintock et al.|29
HEATR5A|Ramona A. Hoh et al.|31
HEATR5A|Marshall et al.|55
HEATR5B|Liu et al.|28
HEATR5B|Fritz-Laylin L.K. et Cande|49
HEATR5B|Blacque et al._xbox|54
HEATR9|Monika-Abedin-Sigg et al.|30
HECTD1|Gabrielle Wheway|27
HECTD2|Lambacher N. et al.|17
HECTD2|Li et al.|18
HECTD2|Ross et al.|22
HECTD3|Marshall et al.|55
HECTD4|Marshall et al.|55
HECW1|McClintock et al.|29
HECW1|Blacque et al._xbox|54
HECW2|Alexander E. Ivliev et al|8
HECW2|Geremek M. et al. 2014|42
HEG1|Ross et al.|22
HELQ|Efimenko et al.|2
HELQ|Alexander E. Ivliev et al|8
HELQ|McClintock et al.|29
HELQ|Blacque et al._xbox|54
HELZ|Hannah Müller et al.|6
HELZ|Karsten Boldt et al.|16
HEMK1|Geremek M. et al. 2014|42
HENMT1|Semil P. Choksi et al.|23
HEPACAM2|Alexander E. Ivliev et al|8
HEPH|Pazour et al.|21
HEPH|McClintock et al.|29
HERC2|Kilburn et al.|1
HERC2|Liu et al.|28
HERC2|Kim J. et al.|44
HERC2|Nogales-Cadenas R. et al.|46
HERC3|Gabrielle Wheway|27
HERC3|McClintock et al.|29
HERC3|Broadhead et al.|32
HERC3|Arnaiz O. et al.|53
HERC6|Alexander E. Ivliev et al|8
HERC6|Ross et al.|22
HERPUD2|Marshall et al.|55
HES1|Laurençon et al.|7
HES2|Alexander E. Ivliev et al|8
HES2|Ross et al.|22
HES5|Alexander E. Ivliev et al|8
HES6|Alexander E. Ivliev et al|8
HES6|Ross et al.|22
HEXA|Alexander E. Ivliev et al|8
HEXA|Liu et al.|28
HEXB|McClintock et al.|29
HEXB|Monika-Abedin-Sigg et al.|30
HEXB|Yano J. et al.|50
HEXB|Blacque et al._xbox|54
HEXD|Blacque et al._xbox|54
HEXD|Efimenko et al.|2
HEXD|McClintock et al.|29
HEXIM1|Gabrielle Wheway|27
HEXIM2|Alexander E. Ivliev et al|8
HEY1|Alexander E. Ivliev et al|8
HEY2|Alexander E. Ivliev et al|8
HEY2|Ross et al.|22
HEY2|Gabrielle Wheway|27
HEYL|Gabrielle Wheway|27
HEYL|Geremek M. et al. 2014|42
HFM1|Phirke et al.|3
HGD|Alexander E. Ivliev et al|8
HGD|Ross et al.|22
HGD|Monika-Abedin-Sigg et al.|30
HGD|Geremek M. et al. 2014|42
HGF|Nogales-Cadenas R. et al.|46
HGS|Pazour et al.|21
HHAT|Phirke et al.|3
HHAT|McClintock et al.|29
HHAT|Geremek M. et al. 2014|42
HHAT|Blacque et al._xbox|54
HHAT|Blacque et al._sage|56
HHATL|Alexander E. Ivliev et al|8
HHIP|Cilia Carta (TJP van Dam et al.)|13
HHIP|GO CC Cilium|15
HHIPL1|Semil P. Choksi et al.|23
HHLA2|Geremek M. et al. 2014|42
HHLA3|Alexander E. Ivliev et al|8
HHLA3|Geremek M. et al. 2014|42
HIBADH|Monika-Abedin-Sigg et al.|30
HIBCH|Kilburn et al.|1
HIBCH|Liu et al.|28
HIBCH|Fritz-Laylin L.K. et Cande|49
HIBCH|Marshall et al.|55
HIC1|Gabrielle Wheway|27
HIC2|Efimenko et al.|2
HID1|Alexander E. Ivliev et al|8
HIF1A|Cilia Carta (TJP van Dam et al.)|13
HIF1A|GO CC Cilium|15
HIF1AN|Karsten Boldt et al.|16
HIKESHI|Alexander E. Ivliev et al|8
HILPDA|Ross et al.|22
HINFP|Efimenko et al.|2
HINFP|Phirke et al.|3
HINT1|Efimenko et al.|2
HINT1|Liu et al.|28
HINT1|Monika-Abedin-Sigg et al.|30
HINT3|Alexander E. Ivliev et al|8
HINT3|Liu et al.|28
HIP1R|Liu et al.|28
HIPK1|Alexander E. Ivliev et al|8
HIPK1|Bayesian (TJP van Dam et al.)|11
HIPK1|Cilia Carta (TJP van Dam et al.)|13
HIPK1|Jakobsen L. et al.|43
HIPK1|Nogales-Cadenas R. et al.|46
HIPK1|Marshall et al.|55
HIPK2|Gabrielle Wheway|27
HIPK2|Geremek M. et al. 2014|42
HIPK2|Jakobsen L. et al.|43
HIPK2|Nogales-Cadenas R. et al.|46
HIPK3|Pazour et al.|21
HIRIP3|Marshall et al.|55
H1-2|Alexander E. Ivliev et al|8
H2AC1|Hannah Müller et al.|6
H2AC4|Marshall et al.|55
H2AC6|Alexander E. Ivliev et al|8
H2AC8|Alexander E. Ivliev et al|8
H2AC8|Marshall et al.|55
H2AC11|Marshall et al.|55
H2AC12|Hannah Müller et al.|6
H2AC12|Monika-Abedin-Sigg et al.|30
H2AC12|Marshall et al.|55
H2AC13|Hannah Müller et al.|6
H2AC14|Hannah Müller et al.|6
H2AC14|Marshall et al.|55
H2AC15|Hannah Müller et al.|6
H2AC15|Alexander E. Ivliev et al|8
H2AC16|Hannah Müller et al.|6
H2AC16|Marshall et al.|55
H2AC17|Hannah Müller et al.|6
H2BC1|Monika-Abedin-Sigg et al.|30
H2BC3|Andersen et al.|9
H2BC3|Andersen et al.|9
H2BC3|Monika-Abedin-Sigg et al.|30
H2BC5|Hannah Müller et al.|6
H2BC4|Hannah Müller et al.|6
H2BC5|Alexander E. Ivliev et al|8
H2BC4|Alexander E. Ivliev et al|8
H2BC5|Ross et al.|22
H2BC4|Ross et al.|22
H2BC5|Alexander E. Ivliev et al|8
H2BC5|Ross et al.|22
H2BC5|Broadhead et al.|32
H2BC5|Hannah Müller et al.|6
H2BC6|Hannah Müller et al.|6
H2BC5|Ross et al.|22
H2BC6|Ross et al.|22
H2BC5|Hannah Müller et al.|6
H2BC7|Hannah Müller et al.|6
H2BC5|Ross et al.|22
H2BC7|Ross et al.|22
H2BC5|Hannah Müller et al.|6
H2BC8|Hannah Müller et al.|6
H2BC5|Alexander E. Ivliev et al|8
H2BC8|Alexander E. Ivliev et al|8
H2BC5|Ross et al.|22
H2BC8|Ross et al.|22
H2BC9|Ross et al.|22
H2BC5|Ross et al.|22
H2BC10|Ross et al.|22
H2BC5|Monika-Abedin-Sigg et al.|30
H2BC10|Monika-Abedin-Sigg et al.|30
H2BC12|Alexander E. Ivliev et al|8
H2BC12|Ross et al.|22
H2BC12|Monika-Abedin-Sigg et al.|30
H2BC13|Hannah Müller et al.|6
H2BC13|Pazour et al.|21
H2BC13|Monika-Abedin-Sigg et al.|30
H2BC13|Lauwaet T. et al.|40
H2BC13|Blacque et al._sage|56
H2BC14|Hannah Müller et al.|6
H2BC15|Phirke et al.|3
H2BC17|Kilburn et al.|1
H2BC17|Hannah Müller et al.|6
H2BC17|Karsten Boldt et al.|16
H2BC17|Monika-Abedin-Sigg et al.|30
H3C6|Alexander E. Ivliev et al|8
H3C8|Gabrielle Wheway|27
H3C10|Monika-Abedin-Sigg et al.|30
H4C4|Alexander E. Ivliev et al|8
H4C8|Alexander E. Ivliev et al|8
H4C9|Lauwaet T. et al.|40
H2AC18|Alexander E. Ivliev et al|8
H2AC18|Geremek M. et al. 2011|41
H2AC21|Phirke et al.|3
H2AC21|Hannah Müller et al.|6
H2AC20|Pazour et al.|21
H2AC20|McClintock et al.|29
H2BC21|Kilburn et al.|1
H2BC21|Hannah Müller et al.|6
H2BC21|Alexander E. Ivliev et al|8
H2BC21|Ross et al.|22
H2BC18|Phirke et al.|3
H2BC18|Monika-Abedin-Sigg et al.|30
H2BC18|Marshall et al.|55
H3C14|Phirke et al.|3
H4C14|Pazour et al.|21
H4C15|Monika-Abedin-Sigg et al.|30
H2AW|Kilburn et al.|1
H4-16|Phirke et al.|3
H4-16|Gabrielle Wheway|27
H4-16|Broadhead et al.|32
HIVEP3|McClintock et al.|29
HJURP|Ross et al.|22
HK1|Cilia Carta (TJP van Dam et al.)|13
HK1|GO CC Cilium|15
HK1|Monika-Abedin-Sigg et al.|30
HK2|Efimenko et al.|2
HK2|Laurençon et al.|7
HK2|Ross et al.|22
HKDC1|Alexander E. Ivliev et al|8
HKDC1|Gabrielle Wheway|27
HKDC1|Liu et al.|28
ZNF875|Geremek M. et al. 2014|42
HLA-B|Ross et al.|22
HLA-C|Ross et al.|22
HLA-DMA|Ross et al.|22
HLA-DMB|Gabrielle Wheway|27
HLA-DMB|Kubo A. et al.|45
HLA-DPA1|Ross et al.|22
HLA-DPA1|Kubo A. et al.|45
HLA-DPB1|Alexander E. Ivliev et al|8
HLA-DPB1|Ross et al.|22
HLA-DQA1|Alexander E. Ivliev et al|8
HLA-DQA1|Ross et al.|22
HLA-DQA1|Nogales-Cadenas R. et al.|46
HLA-DQA2|Ross et al.|22
HLA-DQA2|Jakobsen L. et al.|43
HLA-DQA2|Nogales-Cadenas R. et al.|46
HLA-DQB1|Ross et al.|22
HLA-DQB1|Mayer et al. 2008|51
HLA-DQB2|Mayer et al. 2009|19
HLA-DQB2|Mayer et al. 2008|51
HLA-DRA|Alexander E. Ivliev et al|8
HLA-DRA|Mayer et al. 2009|19
HLA-DRA|Ross et al.|22
HLA-DRA|Kubo A. et al.|45
HLA-DRB1|Ross et al.|22
HLA-DRB1|Kubo A. et al.|45
HLA-DRB3|Ross et al.|22
HLA-DRB4|Ross et al.|22
HLA-DRB5|Ross et al.|22
HLA-DRB6|Ross et al.|22
HLA-F|Ross et al.|22
HLF|Ross et al.|22
HLTF|Alexander E. Ivliev et al|8
HLTF|Chen et al.|12
HLTF|Lambacher N. et al.|17
HLTF|Gabrielle Wheway|27
HM13|Karsten Boldt et al.|16
HMBOX1|Karsten Boldt et al.|16
HMBOX1|McClintock et al.|29
HMCN1|Alexander E. Ivliev et al|8
HMCN1|Chen et al.|12
HMCN1|Monika-Abedin-Sigg et al.|30
HMCN1|Blacque et al._xbox|54
HMCN2|Blacque et al._sage|56
HMG20A|Karsten Boldt et al.|16
HMGA1|Ross et al.|22
HMGA2|Ross et al.|22
HMGB1|Karsten Boldt et al.|16
HMGB2|Kilburn et al.|1
HMGB2|Bayesian (TJP van Dam et al.)|11
HMGB2|Cilia Carta (TJP van Dam et al.)|13
HMGB2|Ross et al.|22
HMGB2|Liu et al.|28
HMGB2|Marshall et al.|55
HMGB3|Alexander E. Ivliev et al|8
HMGB3|Ross et al.|22
HMGB3|Liu et al.|28
HMGB4|Pazour et al.|21
HMGB4|Nogales-Cadenas R. et al.|46
HMGCL|Kilburn et al.|1
HMGCL|Alexander E. Ivliev et al|8
HMGCLL1|Gabrielle Wheway|27
HMGCR|Ross et al.|22
HMGCR|Gabrielle Wheway|27
HMGCS1|Andersen et al.|9
HMGCS1|Andersen et al.|9
HMGCS1|Gabrielle Wheway|27
HMGN3|Alexander E. Ivliev et al|8
HMGN3|Lambacher N. et al.|17
HMGN3|Ross et al.|22
HMGN5|Alexander E. Ivliev et al|8
HMGN5|Ross et al.|22
HMMR|Karsten Boldt et al.|16
HMMR|Ross et al.|22
HMMR|Nogales-Cadenas R. et al.|46
HMOX1|Gabrielle Wheway|27
HMOX2|Liu et al.|28
HMX3|McClintock et al.|29
HMX3|Blacque et al._xbox|54
CRAMP1|David U. Mick et al.|26
JPT2|David U. Mick et al.|26
HNF1A|Cilia Carta (TJP van Dam et al.)|13
HNF1A|GO CC Cilium|15
HNF1B|Cilia Carta (TJP van Dam et al.)|13
HNF1B|SYSCILIA Gold Standard (van Dam TJ et al.)|24
HNF1B|Gabrielle Wheway|27
HNF1B|McClintock et al.|29
HNF1B|Geremek M. et al. 2014|42
HNF4A|Efimenko et al.|2
HNF4A|Phirke et al.|3
HNF4A|Chen et al.|12
HNF4A|Blacque et al._xbox|54
HNF4A|Blacque et al._xbox|54
HNF4A|Blacque et al._xbox|54
HNF4A|Blacque et al._xbox|54
HNF4A|Blacque et al._xbox|54
HNF4A|Blacque et al._xbox|54
HNF4A|Blacque et al._xbox|54
HNF4A|Blacque et al._xbox|54
HNF4A|Blacque et al._xbox|54
HNF4G|Efimenko et al.|2
HNF4G|Chen et al.|12
HNF4G|Ross et al.|22
HNF4G|Gabrielle Wheway|27
HNF4G|Jakobsen L. et al.|43
HNF4G|Nogales-Cadenas R. et al.|46
HNF4G|Blacque et al._xbox|54
HNF4G|Blacque et al._xbox|54
HNF4G|Blacque et al._xbox|54
HNMT|Alexander E. Ivliev et al|8
HNMT|Monika-Abedin-Sigg et al.|30
HNRLL|David U. Mick et al.|26
HNRNPA1|Andersen et al.|9
HNRNPA1|Andersen et al.|9
HNRNPA2B1|Andersen et al.|9
HNRNPA3|Andersen et al.|9
HNRNPA3|Andersen et al.|9
HNRNPAB|Andersen et al.|9
HNRNPC|Andersen et al.|9
HNRNPC|Gabrielle Wheway|27
HNRNPD|Andersen et al.|9
HNRNPD|Andersen et al.|9
HNRNPD|Andersen et al.|9
HNRNPD|Ross et al.|22
HNRNPDL|Lambacher N. et al.|17
HNRNPF|Alexander E. Ivliev et al|8
HNRNPF|Andersen et al.|9
HNRNPF|Andersen et al.|9
HNRNPH1|Andersen et al.|9
HNRNPH1|Andersen et al.|9
HNRNPH2|Marshall et al.|55
HNRNPH3|Keller et al.|33
HNRNPK|Alexander E. Ivliev et al|8
HNRNPK|Andersen et al.|9
HNRNPK|Andersen et al.|9
HNRNPK|Andersen et al.|9
HNRNPK|Pazour et al.|21
HNRNPK|Ishikawa H. et al|48
HNRNPK|Mayer et al. 2008|51
HNRNPL|Andersen et al.|9
HNRNPL|Andersen et al.|9
HNRNPLL|Alexander E. Ivliev et al|8
HNRNPM|Andersen et al.|9
HNRNPM|Andersen et al.|9
HNRNPM|Andersen et al.|9
HNRNPR|Andersen et al.|9
HNRNPR|Andersen et al.|9
HNRNPR|Pazour et al.|21
HNRNPU|Hannah Müller et al.|6
HNRNPU|Andersen et al.|9
HNRNPU|Ross et al.|22
HNRNPU|Gabrielle Wheway|27
HNRNPU|Mayer et al. 2008|51
HNRNPUL1|Phirke et al.|3
HNRNPUL1|Hannah Müller et al.|6
HNRNPUL1|Karsten Boldt et al.|16
HNRNPUL1|Li et al.|18
HNRNPUL1|Marshall et al.|55
HNRNPUL1|Blacque et al._xbox|54
HNRNPUL2|Hannah Müller et al.|6
HNRNPUL2-BSCL2|Ross et al.|22
HOMER1|Liu et al.|28
HOMER2|Alexander E. Ivliev et al|8
HOMER2|McClintock et al.|29
HOMER3|Alexander E. Ivliev et al|8
HOMER3|Ross et al.|22
HOMER3|Liu et al.|28
HOMEZ|Lambacher N. et al.|17
HOOK1|Karsten Boldt et al.|16
HOOK1|Pazour et al.|21
HOOK1|Ross et al.|22
HOOK1|Liu et al.|28
HOOK3|Ross et al.|22
HOOK3|Liu et al.|28
HOOK3|Geremek M. et al. 2014|42
HOOK3|Nogales-Cadenas R. et al.|46
HOPX|Ross et al.|22
HOTAIRM1|Ross et al.|22
HOXA1|Ramona A. Hoh et al.|31
HOXA1|Stubbs J.L. et al.|52
HOXA3|Ramona A. Hoh et al.|31
HOXA3|Stubbs J.L. et al.|52
HOXA5|Alexander E. Ivliev et al|8
HOXA6|Blacque et al._xbox|54
HOXB13|Gabrielle Wheway|27
HOXB5|Alexander E. Ivliev et al|8
HOXB6|Alexander E. Ivliev et al|8
HOXC4|Alexander E. Ivliev et al|8
HOXD12|Gabrielle Wheway|27
HOXD13|Gabrielle Wheway|27
HPCA|Alexander E. Ivliev et al|8
HPCA|Liu et al.|28
HPCA|Arnaiz O. et al.|53
HPCAL1|Kilburn et al.|1
HPCAL1|Liu et al.|28
HPCAL1|Monika-Abedin-Sigg et al.|30
HPCAL4|Liu et al.|28
HPD|Kilburn et al.|1
HPD|Efimenko et al.|2
HPD|SYSCILIA Gold Standard (van Dam TJ et al.)|24
HPD|McClintock et al.|29
HPD|Monika-Abedin-Sigg et al.|30
HPD|Blacque et al._xbox|54
HPF1|Efimenko et al.|2
HPGD|Ross et al.|22
HPGD|Marshall et al.|55
HPGDS|Efimenko et al.|2
HPGDS|Phirke et al.|3
HPGDS|Alexander E. Ivliev et al|8
HPGDS|Chen et al.|12
HPGDS|Li et al.|18
HPGDS|Gabrielle Wheway|27
HPGDS|McClintock et al.|29
HPGDS|Monika-Abedin-Sigg et al.|30
HPGDS|Fritz-Laylin L.K. et Cande|49
HPGDS|Blacque et al._xbox|54
HPGDS|Blacque et al._xbox|54
HPGDS|Blacque et al._xbox|54
HPGDS|Blacque et al._xbox|54
HPGDS|Blacque et al._xbox|54
HPGDS|Blacque et al._xbox|54
HPGDS|Blacque et al._xbox|54
HPGDS|Blacque et al._xbox|54
HPGDS|Blacque et al._sage|56
HPN|Laurençon et al.|7
HPN|Gabrielle Wheway|27
HPR|Alexander E. Ivliev et al|8
HPR|Semil P. Choksi et al.|23
HPRT1|Karsten Boldt et al.|16
HPRT1|Liu et al.|28
HPRT1|McClintock et al.|29
HPRT1|Monika-Abedin-Sigg et al.|30
HPRT1|Marshall et al.|55
HPS5|McClintock et al.|29
HPS5|Broadhead et al.|32
HPS5|Blacque et al._xbox|54
HPS6|Bechstedt et al.|5
HPSE|Ross et al.|22
HPX|Geremek M. et al. 2014|42
HPX|Marshall et al.|55
HPYR1|Alexander E. Ivliev et al|8
HRAS|Liu et al.|28
PLAAT1|Alexander E. Ivliev et al|8
PLAAT1|Marshall et al.|55
PLAAT2|Alexander E. Ivliev et al|8
PLAAT2|Ross et al.|22
HRH3|Gabrielle Wheway|27
HRH4|Monika-Abedin-Sigg et al.|30
HRNR|Pazour et al.|21
HS1BP3|Gabrielle Wheway|27
HS2ST1|Alexander E. Ivliev et al|8
HS2ST1|Liu et al.|28
HS2ST1|McClintock et al.|29
HS3ST1|Phirke et al.|3
HS3ST1|McClintock et al.|29
HS3ST3B1|Ross et al.|22
HS3ST6|Alexander E. Ivliev et al|8
HS6ST2|Ross et al.|22
HS6ST2|McClintock et al.|29
HS6ST2|Marshall et al.|55
HS6ST3|Gabrielle Wheway|27
HSBP1|Alexander E. Ivliev et al|8
HSBP1|Andersen et al.|9
HSBP1|Andersen et al.|9
HSBP1|Semil P. Choksi et al.|23
HSBP1|Liu et al.|28
HSCB|Nogales-Cadenas R. et al.|46
HSD11B1|Ross et al.|22
HSD11B2|Ross et al.|22
HSD17B1|Ross et al.|22
HSD17B10|Kilburn et al.|1
HSD17B11|Mayer et al. 2009|19
HSD17B11|Mayer et al. 2008|51
HSD17B12|Efimenko et al.|2
HSD17B12|Phirke et al.|3
HSD17B12|SYSCILIA Gold Standard (van Dam TJ et al.)|24
HSD17B12|Liu et al.|28
HSD17B12|McClintock et al.|29
HSD17B12|Blacque et al._xbox|54
HSD17B12|Blacque et al._xbox|54
HSD17B13|McClintock et al.|29
HSD17B13|Blacque et al._xbox|54
HSD17B14|Monika-Abedin-Sigg et al.|30
HSD17B14|Jakobsen L. et al.|43
HSD17B14|Nogales-Cadenas R. et al.|46
HSD17B14|Marshall et al.|55
HSD17B14|Blacque et al._xbox|54
HSD17B2|Ross et al.|22
HSD17B4|Kilburn et al.|1
HSD17B4|Efimenko et al.|2
HSD17B4|Andersen et al.|9
HSD17B4|Andersen et al.|9
HSD17B4|SYSCILIA Gold Standard (van Dam TJ et al.)|24
HSD17B4|Gabrielle Wheway|27
HSD17B4|McClintock et al.|29
HSD17B6|Phirke et al.|3
HSD17B6|Mayer et al. 2008|51
HSD17B8|Laurençon et al.|7
HSD17B8|Monika-Abedin-Sigg et al.|30
HSD3B2|Laurençon et al.|7
HSDL1|Avidor-Reiss et al.|4
HSDL1|Alexander E. Ivliev et al|8
HSDL1|Gabrielle Wheway|27
HSDL1|Liu et al.|28
HSDL1|McClintock et al.|29
HSDL1|Marshall et al.|55
HSDL2|Phirke et al.|3
HSDL2|Alexander E. Ivliev et al|8
HSDL2|Karsten Boldt et al.|16
HSDL2|Monika-Abedin-Sigg et al.|30
HSDL2|Blacque et al._xbox|54
HSF1|Karsten Boldt et al.|16
HSF1|Nogales-Cadenas R. et al.|46
HSF2|Alexander E. Ivliev et al|8
HSF2BP|Ross et al.|22
HSF4|Gabrielle Wheway|27
HSFY1|Gabrielle Wheway|27
HSFY2|Gabrielle Wheway|27
HSH2D|Gabrielle Wheway|27
HSP74|David U. Mick et al.|26
HSP90AA1|Hannah Müller et al.|6
HSP90AA1|Alexander E. Ivliev et al|8
HSP90AA1|Andersen et al.|9
HSP90AA1|Andersen et al.|9
HSP90AA1|Mayer et al. 2009|19
HSP90AA1|Pazour et al.|21
HSP90AA1|SYSCILIA Gold Standard (van Dam TJ et al.)|24
HSP90AA1|Liu et al.|28
HSP90AA1|McClintock et al.|29
HSP90AA1|Monika-Abedin-Sigg et al.|30
HSP90AA1|Nogales-Cadenas R. et al.|46
HSP90AA1|Fritz-Laylin L.K. et Cande|49
HSP90AA1|Mayer et al. 2008|51
HSP90AA1|Marshall et al.|55
HSP90AA1|Keller et al.|33
HSP90AA4P|Hannah Müller et al.|6
HSP90AB1|Hannah Müller et al.|6
HSP90AB1|Andersen et al.|9
HSP90AB1|Andersen et al.|9
HSP90AB1|Bayesian (TJP van Dam et al.)|11
HSP90AB1|Cilia Carta (TJP van Dam et al.)|13
HSP90AB1|Mayer et al. 2009|19
HSP90AB1|Liu et al.|28
HSP90AB1|Lauwaet T. et al.|40
HSP90AB1|Fritz-Laylin L.K. et Cande|49
HSP90AB1|Mayer et al. 2008|51
HSP90AB2P|Karsten Boldt et al.|16
HSP90AB3P|Karsten Boldt et al.|16
HSP90AB4P|Hannah Müller et al.|6
HSP90B1|Bayesian (TJP van Dam et al.)|11
HSP90B1|Cilia Carta (TJP van Dam et al.)|13
HSP90B1|Mayer et al. 2009|19
HSP90B1|SYSCILIA Gold Standard (van Dam TJ et al.)|24
HSP90B1|Gabrielle Wheway|27
HSP90B1|Liu et al.|28
HSP90B1|McClintock et al.|29
HSP90B1|Blacque et al._sage|56
HSPA12A|Alexander E. Ivliev et al|8
HSPA12A|Liu et al.|28
HSPA12B|Li et al.|18
HSPA13|Gabrielle Wheway|27
HSPA13|McClintock et al.|29
HSPA13|Blacque et al._xbox|54
HSPA1A|Hannah Müller et al.|6
HSPA1A|Ostrowski et al.|20
HSPA1A|Ross et al.|22
HSPA1A|Gabrielle Wheway|27
HSPA1A|Gabrielle Wheway|27
HSPA1A|Liu et al.|28
HSPA1A|Monika-Abedin-Sigg et al.|30
HSPA1A|Nogales-Cadenas R. et al.|46
HSPA1B|Hannah Müller et al.|6
HSPA1B|Ostrowski et al.|20
HSPA1B|Ross et al.|22
HSPA1B|Gabrielle Wheway|27
HSPA1B|Liu et al.|28
HSPA1B|Monika-Abedin-Sigg et al.|30
HSPA1B|Broadhead et al.|32
HSPA1B|Nogales-Cadenas R. et al.|46
HSPA1B|Ishikawa H. et al|48
HSPA1B|Fritz-Laylin L.K. et Cande|49
HSPA1L|Hannah Müller et al.|6
HSPA1L|Bayesian (TJP van Dam et al.)|11
HSPA1L|Cilia Carta (TJP van Dam et al.)|13
HSPA1L|Karsten Boldt et al.|16
HSPA1L|Pazour et al.|21
HSPA1L|Ross et al.|22
HSPA1L|Liu et al.|28
HSPA1L|Marshall et al.|55
HSPA2|Hannah Müller et al.|6
HSPA2|Alexander E. Ivliev et al|8
HSPA2|Liu et al.|28
HSPA2|Nogales-Cadenas R. et al.|46
HSPA2|Marshall et al.|55
HSPA2|Nakachi M. et al.|39
HSPA4|Hannah Müller et al.|6
HSPA4|Liu et al.|28
HSPA4|Ishikawa H. et al|48
HSPA4|Marshall et al.|55
HSPA4L|Hannah Müller et al.|6
HSPA4L|Alexander E. Ivliev et al|8
HSPA4L|Bayesian (TJP van Dam et al.)|11
